Minmum Pixel Intensity,Maximum Pixel Intensity,Mean,SD,Total Pixel,Noise,Entropy,Result
0,255,108.38727325853202,74.88286255084306,855600,0.3563155945385854,7.157562284093496,0
0,255,91.6726834969612,67.74551575255775,855600,0.4407019401296541,7.473409208513289,0
0,255,87.89446937821413,74.21363178908081,855600,0.7556360693406203,7.691606937627865,0
0,255,143.03191444600282,63.15382528505145,855600,0.40759676786756077,7.7404348477398175,0
0,255,69.4872463768116,56.793085281593214,855600,0.47764815337081673,7.221479863527087,0
0,255,150.84272440392706,74.46104239161308,855600,0.4594721523039378,7.735664026532356,0
0,255,88.1109373539037,87.32767880420201,855600,0.5454819128308483,6.808577135841955,0
0,255,86.96971365123889,68.31323702076739,855600,0.574151833006494,7.561064308556493,0
0,255,94.74077840112201,72.78824771663831,855600,0.7206103765889936,7.712775105987103,0
0,255,75.62065801776531,50.609748198847456,855600,0.48208340545728,7.152096059073201,0
0,255,126.83470780738664,83.95669365337314,855600,0.4467606071519538,7.671189961668041,0
0,255,114.13616760168303,80.58188386939159,855600,0.5432642867876157,7.41037189356824,0
0,255,82.07304581580178,66.65788453243661,855600,0.6260272174428557,7.668832658585992,0
0,255,88.25156147732585,57.241578475361266,855600,0.5951396712239939,7.5488973307324,0
0,255,120.03856358111267,71.18772464087422,855600,0.6954843918387171,7.851589747670226,0
0,255,115.20326203833567,100.20724477055722,855600,0.3910441817365205,6.905955929653778,0
0,255,81.33525829827022,65.38498119396424,855600,0.6177509243773397,7.649102953225386,0
0,255,81.63692379616643,58.15028054547,855600,0.6977020178819492,7.611061672471744,0
0,255,109.85586839644694,69.82182545927945,855600,0.43050512657460493,7.658190692631537,0
0,255,65.68306451612904,67.47121893121263,855600,0.6110980462476434,7.293501637620907,0
0,255,92.2664095371669,56.96871918561932,855600,0.5846457521152412,7.6357587601205,0
0,255,56.48393174380551,46.28376279358543,855600,0.4958241544377013,7.023836018698157,0
0,255,119.4424497428705,88.46565821696196,855600,0.525088285720734,7.210020029060828,0
0,255,133.80752571294997,78.18515067782788,855600,0.6381445514874476,7.889181190898133,0
0,255,104.11678705002338,75.78136062481458,855600,0.5024770325673948,7.774723814685012,0
0,255,96.55830995792427,59.18350367454757,855600,0.2923228760576188,7.580631035175862,0
0,255,91.33991701729781,73.98011786968046,855600,0.5680931659841925,7.568062600043981,0
0,255,134.44039738195417,68.88618948700368,855600,0.6314916733577541,7.944590942259178,0
0,255,51.467443899018235,48.78616709191836,855600,0.4693718603052954,6.954543052144427,0
0,255,72.85148550724638,60.747007416156784,855600,0.7368658571663428,7.460284355654822,0
0,255,71.06932328190743,79.42312725579649,855600,0.48814207247956953,6.992107654439617,0
0,255,95.40942847124825,70.97619862050743,855600,0.8234698288006509,7.710030256195002,0
0,255,109.52222417017298,62.35959679207654,855600,0.40759676786755716,7.680292225484712,0
0,255,117.77420640486208,58.300783553694174,855600,0.3728681806696296,7.739688233903609,0
0,255,122.38718209443665,81.81860266732384,855600,0.7308071901440435,7.921257813791817,0
0,255,125.04044647031323,66.34962426001641,855600,0.7037606849042458,7.951518385075128,0
0,255,113.26995324918187,66.41219007532352,855600,0.6750907647285976,7.835094100497046,0
0,255,113.55491818606825,75.80171171673403,855600,0.4219317279553825,7.71945788374075,0
0,255,123.48041491351098,82.19030955260679,855600,0.5537582058963609,7.4657946311281265,0
0,255,115.30796283309958,73.63429082695201,855600,0.910668011542346,7.955222427844973,0
0,255,63.23458391771856,64.2763856159605,855600,0.5884867930942969,7.2608964244021745,0
0,255,102.38302828424497,71.9807168719177,855600,0.4776481533708201,7.7262264763855235,0
0,255,60.61485507246377,47.620749246063546,855600,0.570310792027423,7.186736534703329,0
0,255,118.21886863020103,80.2155988126758,855600,0.5703107920274221,7.812466882853158,0
0,255,130.6579850397382,93.93322003249678,855600,0.4302080210208991,6.7096104408616295,0
0,255,93.39378564749883,75.38186899334134,855600,0.498041780480935,7.368813754986302,0
0,255,67.69154511453951,62.06286302869125,855600,0.5206530336342748,7.334335901811763,0
0,255,108.17748714352501,70.24362394851228,855600,0.5763694590497104,7.914564586050707,0
0,255,45.131847826086954,41.734847947105955,855600,0.3926675966723454,6.454199621884171,0
0,255,149.85204067321177,89.35807306099767,855600,0.5145943666119762,7.51914986503916,0
37,255,161.45256428237494,53.14470488473968,855600,0.3353277563210755,6.903850979120525,1
21,255,137.5199018232819,62.57971396315148,855600,0.6276506323786859,7.690116469390093,1
59,255,199.45210729312763,48.4503705615437,855600,0.38498551471421827,6.838200859476299,1
31,255,131.25992636746142,56.45662795964959,855600,0.47764815337081906,7.639553295987767,1
17,255,134.93690158952782,59.16129852554183,855600,0.7247485231217476,7.628893449784015,1
43,255,111.34505843852267,36.57259787745696,855600,0.3849855147142211,6.917802133524266,1
41,255,128.51216690042077,48.24486118577982,855600,0.5394232458085484,7.261253239297605,1
22,255,140.49354955586722,60.635928042031864,855600,0.4633131932830035,7.675069633985182,1
28,255,149.09476040205703,66.81236915376414,855600,0.5206530336342764,7.296716314469302,1
24,255,122.87857059373539,51.254425424867286,855600,0.6298682584219252,7.585225007500258,1
20,255,136.4382316503039,61.6831662877142,855600,0.47543052732758556,7.696790068439522,1
75,255,151.0053669939224,32.709066460216846,855600,0.3458216754298351,6.9154111029713325,1
32,255,170.11097358578775,56.23305675080516,855600,0.3971028487588047,7.23374643538011,1
57,255,147.5453319308088,45.06323518878677,855600,0.49641836554509616,7.2593888210500594,1
28,255,152.97857643758766,55.11853552586262,855600,0.45281927417424445,7.343239004988571,1
29,255,173.82582748948107,45.81379051840712,855600,0.5372056197653157,7.34995759469286,1
61,255,152.09530738662926,38.97807158478204,855600,0.51459436661198,7.2655072810959975,1
115,255,203.3962342215989,27.412134129858774,855600,0.37892684769192764,6.717642079718377,1
13,255,130.26044880785415,63.894348549121815,855600,0.5079414884822854,7.714392026266261,1
32,255,185.16032141187472,36.43667496885377,855600,0.3540979684953623,7.042245914995125,1
27,255,122.83336489013558,57.05616342371408,855600,0.49198311345863494,7.639507951124102,1
46,255,185.79512155212717,46.58485195375976,855600,0.3397630084075358,6.988601916168046,1
37,255,118.34648901355774,40.146298833390176,855600,0.4732129012843578,7.110857276399521,1
65,255,164.24673211781206,45.195918969210965,855600,0.46715423426207764,7.277703085129514,1
35,255,160.64359981299674,51.34155989321018,855600,0.631788778911441,7.594318812241755,1
41,255,151.84352150537634,47.99457841525144,855600,0.49198311345863105,7.445945461575811,1
19,255,115.8394798971482,64.79111555418078,855600,0.4853302353289372,7.2672816925359855,1
42,255,164.69968793828892,61.34934569191765,855600,0.611692257355049,7.616719103205011,1
37,255,141.80207106124357,49.956898289303325,855600,0.29232287605762164,7.424563268323253,1
38,255,135.78683263207105,49.5430005667985,855600,0.5432642867876137,7.4762106132719754,1
76,255,167.76321061243573,42.346014252489596,855600,0.4467606071519648,7.14021235183584,1
45,255,157.053090229079,46.70897459934541,855600,0.47764815337082006,7.39712662015161,1
77,255,192.5359770920991,38.66803071691766,855600,0.49582415443769956,7.1194615814677595,1
52,255,126.85447522206638,38.215350422389186,855600,0.4467606071519497,7.066423025243025,1
20,255,141.14851683029454,59.78345711617392,855600,0.4897654874154062,7.645043839522122,1
27,255,127.71798153342684,50.65085895655266,855600,0.615533298334101,7.5751357948534315,1
30,255,139.20455002337542,51.59675540578446,855600,0.4015381008452699,7.447879574927195,1
39,255,150.8353167367929,44.11685453895293,855600,0.5250882857207307,7.425399479307252,1
32,255,155.80181510051426,65.50764717894697,855600,0.6546971376184944,7.706813795067313,1
